ntdid,name,mode,tos,exp_type,total
1,NA,DR,PT,Vehicle Operations                                ,26388096
1,NA,DR,PT,Vehicle Maintenance                               ,5784561
1,NA,DR,PT,Non-Vehicle Maintenance                           ,572492
1,NA,DR,PT,General Administration                            ,19046662
1,NA,DR,PT,Total                                             ,50235951
1,NA,LR,DO,Vehicle Operations                                ,1139596
1,NA,LR,DO,Vehicle Maintenance                               ,401980
1,NA,LR,DO,Non-Vehicle Maintenance                           ,221534
1,NA,LR,DO,General Administration                            ,603510
1,NA,LR,DO,Total                                             ,0
1,NA,LR,PT,Vehicle Operations                                ,4083229
1,NA,LR,PT,Vehicle Maintenance                               ,981287
1,NA,LR,PT,Non-Vehicle Maintenance                           ,1423061
1,NA,LR,PT,General Administration                            ,4364123
1,NA,LR,PT,Total                                             ,0
1,NA,MB,DO,Vehicle Operations                                ,220894591
1,NA,MB,DO,Vehicle Maintenance                               ,70288071
1,NA,MB,DO,Non-Vehicle Maintenance                           ,18970205
1,NA,MB,DO,General Administration                            ,63285340
1,NA,MB,DO,Total                                             ,0
1,NA,MB,PT,Vehicle Operations                                ,31208783
1,NA,MB,PT,Vehicle Maintenance                               ,10935946
1,NA,MB,PT,Non-Vehicle Maintenance                           ,2273617
1,NA,MB,PT,General Administration                            ,6683607
1,NA,MB,PT,Total                                             ,0
1,NA,TB,DO,Vehicle Operations                                ,29485958
1,NA,TB,DO,Vehicle Maintenance                               ,10611567
1,NA,TB,DO,Non-Vehicle Maintenance                           ,6835742
1,NA,TB,DO,General Administration                            ,8937406
1,NA,TB,DO,Total                                             ,0
1,NA,VP,DO,Vehicle Operations                                ,2131609
1,NA,VP,DO,Vehicle Maintenance                               ,1637466
1,NA,VP,DO,Non-Vehicle Maintenance                           ,61256
1,NA,VP,DO,General Administration                            ,5142971
1,NA,VP,DO,Total                                             ,0
2,NA,DR,DO,Vehicle Operations                                ,5252783
2,NA,DR,DO,Vehicle Maintenance                               ,787684
2,NA,DR,DO,Non-Vehicle Maintenance                           ,132235
2,NA,DR,DO,General Administration                            ,1422973
2,NA,DR,DO,Total                                             ,7595675
2,NA,DR,PT,Vehicle Operations                                ,3661850
2,NA,DR,PT,Vehicle Maintenance                               ,119632
2,NA,DR,PT,Non-Vehicle Maintenance                           ,107669
2,NA,DR,PT,General Administration                            ,158787
2,NA,DR,PT,Total                                             ,4047938
2,NA,MB,DO,Vehicle Operations                                ,25416015
2,NA,MB,DO,Vehicle Maintenance                               ,6449406
2,NA,MB,DO,Non-Vehicle Maintenance                           ,2330628
2,NA,MB,DO,General Administration                            ,7341153
2,NA,MB,DO,Total                                             ,0
2,NA,VP,DO,Vehicle Operations                                ,193090
2,NA,VP,DO,Vehicle Maintenance                               ,79990
2,NA,VP,DO,Non-Vehicle Maintenance                           ,6792
2,NA,VP,DO,General Administration                            ,318136
2,NA,VP,DO,Total                                             ,0
3,NA,DR,DO,Vehicle Operations                                ,3901126
3,NA,DR,DO,Vehicle Maintenance                               ,884697
3,NA,DR,DO,Non-Vehicle Maintenance                           ,75710
3,NA,DR,DO,General Administration                            ,1804810
3,NA,DR,DO,Total                                             ,6666343
3,NA,DR,PT,Vehicle Operations                                ,5549625
3,NA,DR,PT,Vehicle Maintenance                               ,977039
3,NA,DR,PT,Non-Vehicle Maintenance                           ,111585
3,NA,DR,PT,General Administration                            ,4501960
3,NA,DR,PT,Total                                             ,11140209
3,NA,MB,DO,Vehicle Operations                                ,43150971
3,NA,MB,DO,Vehicle Maintenance                               ,8346401
3,NA,MB,DO,Non-Vehicle Maintenance                           ,3565184
3,NA,MB,DO,General Administration                            ,12920631
3,NA,MB,DO,Total                                             ,0
3,NA,MB,PT,Vehicle Operations                                ,13024604
3,NA,MB,PT,Vehicle Maintenance                               ,3890451
3,NA,MB,PT,Non-Vehicle Maintenance                           ,442515
3,NA,MB,PT,General Administration                            ,2546716
3,NA,MB,PT,Total                                             ,0
3,NA,VP,DO,Vehicle Operations                                ,2220945
3,NA,VP,DO,Vehicle Maintenance                               ,821574
3,NA,VP,DO,Non-Vehicle Maintenance                           ,199380
3,NA,VP,DO,General Administration                            ,855891
3,NA,VP,DO,Total                                             ,0
5,NA,DR,DO,Vehicle Operations                                ,2611601
5,NA,DR,DO,Vehicle Maintenance                               ,363068
5,NA,DR,DO,Non-Vehicle Maintenance                           ,0
5,NA,DR,DO,General Administration                            ,798166
5,NA,DR,DO,Total                                             ,3659651
5,NA,MB,DO,Vehicle Operations                                ,7510805
5,NA,MB,DO,Vehicle Maintenance                               ,1317515
5,NA,MB,DO,Non-Vehicle Maintenance                           ,322247
5,NA,MB,DO,General Administration                            ,4190259
5,NA,MB,DO,Total                                             ,0
6,NA,DR,PT,Vehicle Operations                                ,738960
6,NA,DR,PT,Vehicle Maintenance                               ,182713
6,NA,DR,PT,Non-Vehicle Maintenance                           ,32815
6,NA,DR,PT,General Administration                            ,354747
6,NA,DR,PT,Total                                             ,0
6,NA,MB,DO,Vehicle Operations                                ,3471809
6,NA,MB,DO,Vehicle Maintenance                               ,1228509
6,NA,MB,DO,Non-Vehicle Maintenance                           ,64963
6,NA,MB,DO,General Administration                            ,777808
6,NA,MB,DO,Total                                             ,0
6,NA,VP,DO,Vehicle Operations                                ,113395
6,NA,VP,DO,Vehicle Maintenance                               ,125733
6,NA,VP,DO,Non-Vehicle Maintenance                           ,5670
6,NA,VP,DO,General Administration                            ,35772
6,NA,VP,DO,Total                                             ,0
7,NA,DR,PT,Vehicle Operations                                ,2794726
7,NA,DR,PT,Vehicle Maintenance                               ,186176
7,NA,DR,PT,Non-Vehicle Maintenance                           ,20904
7,NA,DR,PT,General Administration                            ,680874
7,NA,DR,PT,Total                                             ,3682680
7,NA,MB,DO,Vehicle Operations                                ,21121978
7,NA,MB,DO,Vehicle Maintenance                               ,4873032
7,NA,MB,DO,Non-Vehicle Maintenance                           ,1320195
7,NA,MB,DO,General Administration                            ,5781844
7,NA,MB,DO,Total                                             ,0
7,NA,MB,PT,Vehicle Operations                                ,96660
7,NA,MB,PT,Vehicle Maintenance                               ,15237
7,NA,MB,PT,Non-Vehicle Maintenance                           ,0
7,NA,MB,PT,General Administration                            ,23494
7,NA,MB,PT,Total                                             ,0
7,NA,VP,PT,Vehicle Operations                                ,34137
7,NA,VP,PT,Vehicle Maintenance                               ,4592
7,NA,VP,PT,Non-Vehicle Maintenance                           ,0
7,NA,VP,PT,General Administration                            ,58902
7,NA,VP,PT,Total                                             ,0
8,NA,CR,PT,Vehicle Operations                                ,1073611
8,NA,CR,PT,Vehicle Maintenance                               ,878625
8,NA,CR,PT,Non-Vehicle Maintenance                           ,214364
8,NA,CR,PT,General Administration                            ,998685
8,NA,CR,PT,Total                                             ,0
8,NA,DR,PT,Vehicle Operations                                ,22683783
8,NA,DR,PT,Vehicle Maintenance                               ,2384189
8,NA,DR,PT,Non-Vehicle Maintenance                           ,283932
8,NA,DR,PT,General Administration                            ,9621576
8,NA,DR,PT,Total                                             ,30385029
8,NA,LR,DO,Vehicle Operations                                ,37274342
8,NA,LR,DO,Vehicle Maintenance                               ,17411286
8,NA,LR,DO,Non-Vehicle Maintenance                           ,19795862
8,NA,LR,DO,General Administration                            ,22295697
8,NA,LR,DO,Total                                             ,0
8,NA,MB,DO,Vehicle Operations                                ,143307465
8,NA,MB,DO,Vehicle Maintenance                               ,39347890
8,NA,MB,DO,Non-Vehicle Maintenance                           ,9442398
8,NA,MB,DO,General Administration                            ,38314409
8,NA,MB,DO,Total                                             ,0
11,NA,DR,DO,Vehicle Operations                                ,777249
11,NA,DR,DO,Vehicle Maintenance                               ,215879
11,NA,DR,DO,Non-Vehicle Maintenance                           ,3617
11,NA,DR,DO,General Administration                            ,84919
11,NA,DR,DO,Total                                             ,1081664
11,NA,DR,PT,Vehicle Operations                                ,70881
11,NA,DR,PT,Vehicle Maintenance                               ,21957
11,NA,DR,PT,Non-Vehicle Maintenance                           ,0
11,NA,DR,PT,General Administration                            ,137
11,NA,DR,PT,Total                                             ,92975
11,NA,MB,DO,Vehicle Operations                                ,3292268
11,NA,MB,DO,Vehicle Maintenance                               ,1512720
11,NA,MB,DO,Non-Vehicle Maintenance                           ,19609
11,NA,MB,DO,General Administration                            ,539155
11,NA,MB,DO,Total                                             ,0
11,NA,MB,PT,Vehicle Operations                                ,1054348
11,NA,MB,PT,Vehicle Maintenance                               ,356237
11,NA,MB,PT,Non-Vehicle Maintenance                           ,0
11,NA,MB,PT,General Administration                            ,3373
11,NA,MB,PT,Total                                             ,0
12,NA,DR,PT,Vehicle Operations                                ,3906255
12,NA,DR,PT,Vehicle Maintenance                               ,936186
12,NA,DR,PT,Non-Vehicle Maintenance                           ,27610
12,NA,DR,PT,General Administration                            ,519182
12,NA,DR,PT,Total                                             ,2672298
12,NA,MB,DO,Vehicle Operations                                ,12000331
12,NA,MB,DO,Vehicle Maintenance                               ,4627391
12,NA,MB,DO,Non-Vehicle Maintenance                           ,231881
12,NA,MB,DO,General Administration                            ,3707981
12,NA,MB,DO,Total                                             ,0
12,NA,VP,PT,Vehicle Operations                                ,250714
12,NA,VP,PT,Vehicle Maintenance                               ,118178
12,NA,VP,PT,Non-Vehicle Maintenance                           ,0
12,NA,VP,PT,General Administration                            ,464857
12,NA,VP,PT,Total                                             ,0
16,NA,DR,PT,Vehicle Operations                                ,619627
16,NA,DR,PT,Vehicle Maintenance                               ,199114
16,NA,DR,PT,Non-Vehicle Maintenance                           ,0
16,NA,DR,PT,General Administration                            ,117197
16,NA,DR,PT,Total                                             ,935938
16,NA,MB,DO,Vehicle Operations                                ,703100
16,NA,MB,DO,Vehicle Maintenance                               ,229836
16,NA,MB,DO,Non-Vehicle Maintenance                           ,22689
16,NA,MB,DO,General Administration                            ,530939
16,NA,MB,DO,Total                                             ,0
18,NA,DR,DO,Vehicle Operations                                ,7873741
18,NA,DR,DO,Vehicle Maintenance                               ,949426
18,NA,DR,DO,Non-Vehicle Maintenance                           ,442243
18,NA,DR,DO,General Administration                            ,1334200
18,NA,DR,DO,Total                                             ,8257207
18,NA,DR,PT,Vehicle Operations                                ,2078211
18,NA,DR,PT,Vehicle Maintenance                               ,313655
18,NA,DR,PT,Non-Vehicle Maintenance                           ,104594
18,NA,DR,PT,General Administration                            ,545520
18,NA,DR,PT,Total                                             ,678515
18,NA,MB,DO,Vehicle Operations                                ,8932333
18,NA,MB,DO,Vehicle Maintenance                               ,2039309
18,NA,MB,DO,Non-Vehicle Maintenance                           ,405945
18,NA,MB,DO,General Administration                            ,1386663
18,NA,MB,DO,Total                                             ,0
18,NA,VP,DO,Vehicle Operations                                ,1404876
18,NA,VP,DO,Vehicle Maintenance                               ,512202
18,NA,VP,DO,Non-Vehicle Maintenance                           ,67738
18,NA,VP,DO,General Administration                            ,679483
18,NA,VP,DO,Total                                             ,0
19,NA,DR,DO,Vehicle Operations                                ,3129521
19,NA,DR,DO,Vehicle Maintenance                               ,947822
19,NA,DR,DO,Non-Vehicle Maintenance                           ,201745
19,NA,DR,DO,General Administration                            ,1480718
19,NA,DR,DO,Total                                             ,5759806
19,NA,MB,DO,Vehicle Operations                                ,11770311
19,NA,MB,DO,Vehicle Maintenance                               ,3090524
19,NA,MB,DO,Non-Vehicle Maintenance                           ,1054319
19,NA,MB,DO,General Administration                            ,4913870
19,NA,MB,DO,Total                                             ,0
19,NA,VP,DO,Vehicle Operations                                ,851726
19,NA,VP,DO,Vehicle Maintenance                               ,227084
19,NA,VP,DO,Non-Vehicle Maintenance                           ,0
19,NA,VP,DO,General Administration                            ,417689
19,NA,VP,DO,Total                                             ,0
20,NA,DR,DO,Vehicle Operations                                ,5880344
20,NA,DR,DO,Vehicle Maintenance                               ,1171450
20,NA,DR,DO,Non-Vehicle Maintenance                           ,230002
20,NA,DR,DO,General Administration                            ,515445
20,NA,DR,DO,Total                                             ,7797241
20,NA,FB,PT,Vehicle Operations                                ,690297
20,NA,FB,PT,Vehicle Maintenance                               ,326998
20,NA,FB,PT,Non-Vehicle Maintenance                           ,69000
