ntdid,name,mode,tos,exp_type,total
0007,NA,DT,PT,Vehicle Maintenance                               ,573880
0007,NA,DT,PT,Non-Vehicle Maintenance                           ,181013
0007,NA,DT,PT,General Administration                            ,1667419
0007,NA,DT,PT,Total                                             ,0
0007,NA,MB,DO,Vehicle Operations                                ,18130207
0007,NA,MB,DO,Vehicle Maintenance                               ,4479976
0007,NA,MB,DO,Non-Vehicle Maintenance                           ,1304118
0007,NA,MB,DO,General Administration                            ,5078183
0007,NA,MB,DO,Total                                             ,0
0007,NA,MB,PT,Vehicle Operations                                ,108754
0007,NA,MB,PT,Vehicle Maintenance                               ,10373
0007,NA,MB,PT,Non-Vehicle Maintenance                           ,230
0007,NA,MB,PT,General Administration                            ,13774
0007,NA,MB,PT,Total                                             ,0
0007,NA,RB,DO,Vehicle Operations                                ,2478849
0007,NA,RB,DO,Vehicle Maintenance                               ,636122
0007,NA,RB,DO,Non-Vehicle Maintenance                           ,290835
0007,NA,RB,DO,General Administration                            ,623172
0007,NA,RB,DO,Total                                             ,0
0007,NA,VP,PT,Vehicle Operations                                ,69041
0007,NA,VP,PT,Vehicle Maintenance                               ,2839
0007,NA,VP,PT,Non-Vehicle Maintenance                           ,0
0007,NA,VP,PT,General Administration                            ,66065
0007,NA,VP,PT,Total                                             ,0
0008,NA,DR,PT,Vehicle Operations                                ,20536879
0008,NA,DR,PT,Vehicle Maintenance                               ,2154075
0008,NA,DR,PT,Non-Vehicle Maintenance                           ,70033
0008,NA,DR,PT,General Administration                            ,7241655
0008,NA,DR,PT,Total                                             ,25589734
0008,NA,DT,PT,Vehicle Operations                                ,2035876
0008,NA,DT,PT,Vehicle Maintenance                               ,587824
0008,NA,DT,PT,Non-Vehicle Maintenance                           ,2035
0008,NA,DT,PT,General Administration                            ,950632
0008,NA,DT,PT,Total                                             ,3380517
0008,NA,LR,DO,Vehicle Operations                                ,36009350
0008,NA,LR,DO,Vehicle Maintenance                               ,19335747
0008,NA,LR,DO,Non-Vehicle Maintenance                           ,18822021
0008,NA,LR,DO,General Administration                            ,19232229
0008,NA,LR,DO,Total                                             ,0
0008,NA,MB,DO,Vehicle Operations                                ,137745073
0008,NA,MB,DO,Vehicle Maintenance                               ,36573390
0008,NA,MB,DO,Non-Vehicle Maintenance                           ,12033002
0008,NA,MB,DO,General Administration                            ,36536094
0008,NA,MB,DO,Total                                             ,0
0008,NA,SR,DO,Vehicle Operations                                ,4087370
0008,NA,SR,DO,Vehicle Maintenance                               ,1247708
0008,NA,SR,DO,Non-Vehicle Maintenance                           ,284623
0008,NA,SR,DO,General Administration                            ,2075424
0008,NA,SR,DO,Total                                             ,0
0008,NA,YR,PT,Vehicle Operations                                ,2671045
0008,NA,YR,PT,Vehicle Maintenance                               ,1054182
0008,NA,YR,PT,Non-Vehicle Maintenance                           ,623585
0008,NA,YR,PT,General Administration                            ,1907795
0008,NA,YR,PT,Total                                             ,0
0011,NA,DR,DO,Vehicle Operations                                ,830269
0011,NA,DR,DO,Vehicle Maintenance                               ,178902
0011,NA,DR,DO,Non-Vehicle Maintenance                           ,4558
0011,NA,DR,DO,General Administration                            ,228818
0011,NA,DR,DO,Total                                             ,1242547
0011,NA,MB,DO,Vehicle Operations                                ,4184279
0011,NA,MB,DO,Vehicle Maintenance                               ,1662978
0011,NA,MB,DO,Non-Vehicle Maintenance                           ,21767
0011,NA,MB,DO,General Administration                            ,1094543
0011,NA,MB,DO,Total                                             ,0
0012,NA,DR,PT,Vehicle Operations                                ,4150057
0012,NA,DR,PT,Vehicle Maintenance                               ,940798
0012,NA,DR,PT,Non-Vehicle Maintenance                           ,28224
0012,NA,DR,PT,General Administration                            ,1011959
0012,NA,DR,PT,Total                                             ,2829278
0012,NA,MB,DO,Vehicle Operations                                ,12475292
0012,NA,MB,DO,Vehicle Maintenance                               ,4435813
0012,NA,MB,DO,Non-Vehicle Maintenance                           ,241862
0012,NA,MB,DO,General Administration                            ,5094166
0012,NA,MB,DO,Total                                             ,0
0012,NA,VP,PT,Vehicle Operations                                ,407294
0012,NA,VP,PT,Vehicle Maintenance                               ,96609
0012,NA,VP,PT,Non-Vehicle Maintenance                           ,0
0012,NA,VP,PT,General Administration                            ,526094
0012,NA,VP,PT,Total                                             ,0
0016,NA,DR,PT,Vehicle Operations                                ,817122
0016,NA,DR,PT,Vehicle Maintenance                               ,197393
0016,NA,DR,PT,Non-Vehicle Maintenance                           ,10182
0016,NA,DR,PT,General Administration                            ,125111
0016,NA,DR,PT,Total                                             ,1149808
0016,NA,MB,DO,Vehicle Operations                                ,898603
0016,NA,MB,DO,Vehicle Maintenance                               ,201528
0016,NA,MB,DO,Non-Vehicle Maintenance                           ,15275
0016,NA,MB,DO,General Administration                            ,649723
0016,NA,MB,DO,Total                                             ,0
0018,NA,DR,DO,Vehicle Operations                                ,8223772
0018,NA,DR,DO,Vehicle Maintenance                               ,753220
0018,NA,DR,DO,Non-Vehicle Maintenance                           ,259243
0018,NA,DR,DO,General Administration                            ,836181
0018,NA,DR,DO,Total                                             ,8303689
0018,NA,DR,PT,Vehicle Operations                                ,579631
0018,NA,DR,PT,Vehicle Maintenance                               ,71483
0018,NA,DR,PT,Non-Vehicle Maintenance                           ,31079
0018,NA,DR,PT,General Administration                            ,133655
0018,NA,DR,PT,Total                                             ,776998
0018,NA,DT,PT,Vehicle Operations                                ,985403
0018,NA,DT,PT,Vehicle Maintenance                               ,121877
0018,NA,DT,PT,Non-Vehicle Maintenance                           ,52897
0018,NA,DT,PT,General Administration                            ,226946
0018,NA,DT,PT,Total                                             ,0
0018,NA,MB,DO,Vehicle Operations                                ,8588736
0018,NA,MB,DO,Vehicle Maintenance                               ,1904363
0018,NA,MB,DO,Non-Vehicle Maintenance                           ,225486
0018,NA,MB,DO,General Administration                            ,1012760
0018,NA,MB,DO,Total                                             ,0
0018,NA,VP,DO,Vehicle Operations                                ,1909238
0018,NA,VP,DO,Vehicle Maintenance                               ,604796
0018,NA,VP,DO,Non-Vehicle Maintenance                           ,47345
0018,NA,VP,DO,General Administration                            ,610367
0018,NA,VP,DO,Total                                             ,0
0019,NA,DR,DO,Vehicle Operations                                ,4101547
0019,NA,DR,DO,Vehicle Maintenance                               ,899652
0019,NA,DR,DO,Non-Vehicle Maintenance                           ,226833
0019,NA,DR,DO,General Administration                            ,1353595
0019,NA,DR,DO,Total                                             ,6424155
0019,NA,MB,DO,Vehicle Operations                                ,13181116
0019,NA,MB,DO,Vehicle Maintenance                               ,3067659
0019,NA,MB,DO,Non-Vehicle Maintenance                           ,823454
0019,NA,MB,DO,General Administration                            ,4931439
0019,NA,MB,DO,Total                                             ,0
0019,NA,VP,DO,Vehicle Operations                                ,1102115
0019,NA,VP,DO,Vehicle Maintenance                               ,218874
0019,NA,VP,DO,Non-Vehicle Maintenance                           ,71308
0019,NA,VP,DO,General Administration                            ,350236
0019,NA,VP,DO,Total                                             ,0
0020,NA,DR,DO,Vehicle Operations                                ,5791956
0020,NA,DR,DO,Vehicle Maintenance                               ,990893
0020,NA,DR,DO,Non-Vehicle Maintenance                           ,186980
0020,NA,DR,DO,General Administration                            ,493578
0020,NA,DR,DO,Total                                             ,7463407
0020,NA,DT,PT,Vehicle Operations                                ,16305
0020,NA,DT,PT,Vehicle Maintenance                               ,7348
0020,NA,DT,PT,Non-Vehicle Maintenance                           ,2407
0020,NA,DT,PT,General Administration                            ,7408
0020,NA,DT,PT,Total                                             ,33468
0020,NA,FB,PT,Vehicle Operations                                ,686327
0020,NA,FB,PT,Vehicle Maintenance                               ,201167
0020,NA,FB,PT,Non-Vehicle Maintenance                           ,121990
0020,NA,FB,PT,General Administration                            ,838063
0020,NA,FB,PT,Total                                             ,0
0020,NA,MB,DO,Vehicle Operations                                ,9593122
0020,NA,MB,DO,Vehicle Maintenance                               ,3515462
0020,NA,MB,DO,Non-Vehicle Maintenance                           ,1196675
0020,NA,MB,DO,General Administration                            ,4064820
0020,NA,MB,DO,Total                                             ,0
0020,NA,VP,DO,Vehicle Operations                                ,599358
0020,NA,VP,DO,Vehicle Maintenance                               ,223152
0020,NA,VP,DO,Non-Vehicle Maintenance                           ,93489
0020,NA,VP,DO,General Administration                            ,468930
0020,NA,VP,DO,Total                                             ,0
0021,NA,DR,DO,Vehicle Operations                                ,4114992
0021,NA,DR,DO,Vehicle Maintenance                               ,895589
0021,NA,DR,DO,Non-Vehicle Maintenance                           ,238520
0021,NA,DR,DO,General Administration                            ,954280
0021,NA,DR,DO,Total                                             ,6141347
0021,NA,DT,PT,Vehicle Operations                                ,43735
0021,NA,DT,PT,Vehicle Maintenance                               ,5437
0021,NA,DT,PT,Non-Vehicle Maintenance                           ,2446
0021,NA,DT,PT,General Administration                            ,13620
0021,NA,DT,PT,Total                                             ,63281
0021,NA,MB,DO,Vehicle Operations                                ,9384094
0021,NA,MB,DO,Vehicle Maintenance                               ,2056918
0021,NA,MB,DO,Non-Vehicle Maintenance                           ,721834
0021,NA,MB,DO,General Administration                            ,2111382
0021,NA,MB,DO,Total                                             ,0
0021,NA,VP,DO,Vehicle Operations                                ,152577
0021,NA,VP,DO,Vehicle Maintenance                               ,57385
0021,NA,VP,DO,Non-Vehicle Maintenance                           ,8440
0021,NA,VP,DO,General Administration                            ,58072
0021,NA,VP,DO,Total                                             ,0
0022,NA,DR,DO,Vehicle Operations                                ,0
0022,NA,DR,DO,Vehicle Maintenance                               ,0
0022,NA,DR,DO,Non-Vehicle Maintenance                           ,0
0022,NA,DR,DO,General Administration                            ,0
0022,NA,DR,DO,Total                                             ,1559321
0022,NA,MB,DO,Vehicle Operations                                ,0
0022,NA,MB,DO,Vehicle Maintenance                               ,0
0022,NA,MB,DO,Non-Vehicle Maintenance                           ,0
0022,NA,MB,DO,General Administration                            ,0
0022,NA,MB,DO,Total                                             ,886665
0023,NA,MG,PT,Vehicle Operations                                ,1201813
0023,NA,MG,PT,Vehicle Maintenance                               ,721108
0023,NA,MG,PT,Non-Vehicle Maintenance                           ,105690
0023,NA,MG,PT,General Administration                            ,864951
0023,NA,MG,PT,Total                                             ,0
0024,NA,DR,DO,Vehicle Operations                                ,5516185
0024,NA,DR,DO,Vehicle Maintenance                               ,736706
0024,NA,DR,DO,Non-Vehicle Maintenance                           ,409896
0024,NA,DR,DO,General Administration                            ,1086383
0024,NA,DR,DO,Total                                             ,7382992
0024,NA,MB,DO,Vehicle Operations                                ,20105114
0024,NA,MB,DO,Vehicle Maintenance                               ,4877683
0024,NA,MB,DO,Non-Vehicle Maintenance                           ,1402927
0024,NA,MB,DO,General Administration                            ,3566645
0024,NA,MB,DO,Total                                             ,0
0024,NA,VP,DO,Vehicle Operations                                ,33824
0024,NA,VP,DO,Vehicle Maintenance                               ,18598
0024,NA,VP,DO,Non-Vehicle Maintenance                           ,20758
0024,NA,VP,DO,General Administration                            ,49779
0024,NA,VP,DO,Total                                             ,0
0025,NA,DR,PT,Vehicle Operations                                ,8390182
0025,NA,DR,PT,Vehicle Maintenance                               ,672910
0025,NA,DR,PT,Non-Vehicle Maintenance                           ,70226
0025,NA,DR,PT,General Administration                            ,1604052
0025,NA,DR,PT,Total                                             ,2238213
0025,NA,MB,DO,Vehicle Operations                                ,11645678
0025,NA,MB,DO,Vehicle Maintenance                               ,2827145
0025,NA,MB,DO,Non-Vehicle Maintenance                           ,509805
0025,NA,MB,DO,General Administration                            ,3498614
0025,NA,MB,DO,Total                                             ,0
0025,NA,VP,PT,Vehicle Operations                                ,73247
0025,NA,VP,PT,Vehicle Maintenance                               ,10252
0025,NA,VP,PT,Non-Vehicle Maintenance                           ,1500
0025,NA,VP,PT,General Administration                            ,134088
0025,NA,VP,PT,Total                                             ,0
0028,NA,FB,PT,Vehicle Operations                                ,1928255
0028,NA,FB,PT,Vehicle Maintenance                               ,573909
0028,NA,FB,PT,Non-Vehicle Maintenance                           ,103423
0028,NA,FB,PT,General Administration                            ,817087
0028,NA,FB,PT,Total                                             ,0
0029,NA,CB,PT,Vehicle Operations                                ,15601917
0029,NA,CB,PT,Vehicle Maintenance                               ,3705219
0029,NA,CB,PT,Non-Vehicle Maintenance                           ,913626
0029,NA,CB,PT,General Administration                            ,5579365
0029,NA,CB,PT,Total                                             ,0
0029,NA,DR,PT,Vehicle Operations                                ,5500559
0029,NA,DR,PT,Vehicle Maintenance                               ,587959
0029,NA,DR,PT,Non-Vehicle Maintenance                           ,257699
0029,NA,DR,PT,General Administration                            ,2097974
0029,NA,DR,PT,Total                                             ,8444191
0029,NA,MB,DO,Vehicle Operations                                ,41264642
0029,NA,MB,DO,Vehicle Maintenance                               ,8453250
0029,NA,MB,DO,Non-Vehicle Maintenance                           ,2419281
0029,NA,MB,DO,General Administration                            ,13040700
0029,NA,MB,DO,Total                                             ,0
0029,NA,VP,DO,Vehicle Operations                                ,1559607
0029,NA,VP,DO,Vehicle Maintenance                               ,881534
0029,NA,VP,DO,Non-Vehicle Maintenance                           ,78370
0029,NA,VP,DO,General Administration                            ,1448651
0029,NA,VP,DO,Total                                             ,0
0034,NA,DR,PT,Vehicle Operations                                ,1433425
0034,NA,DR,PT,Vehicle Maintenance                               ,105146
0034,NA,DR,PT,Non-Vehicle Maintenance                           ,2461
0034,NA,DR,PT,General Administration                            ,358014
0034,NA,DR,PT,Total                                             ,1568612
0034,NA,MB,DO,Vehicle Operations                                ,2948757
0034,NA,MB,DO,Vehicle Maintenance                               ,629179
0034,NA,MB,DO,Non-Vehicle Maintenance                           ,178521
0034,NA,MB,DO,General Administration                            ,1264504
0034,NA,MB,DO,Total                                             ,0
0035,NA,FB,DO,Vehicle Operations                                ,175567711
0035,NA,FB,DO,Vehicle Maintenance                               ,22778981
0035,NA,FB,DO,Non-Vehicle Maintenance                           ,9984895
0035,NA,FB,DO,General Administration                            ,16597250
0035,NA,FB,DO,Total                                             ,0
0040,NA,CB,DO,Vehicle Operations                                ,45756665
0040,NA,CB,DO,Vehicle Maintenance                               ,16846896
0040,NA,CB,DO,Non-Vehicle Maintenance                           ,3086457
0040,NA,CB,DO,General Administration                            ,12664709
0040,NA,CB,DO,Total                                             ,0
0040,NA,CB,PT,Vehicle Operations                                ,9629522
0040,NA,CB,PT,Vehicle Maintenance                               ,2356555
0040,NA,CB,PT,Non-Vehicle Maintenance                           ,756582
0040,NA,CB,PT,General Administration                            ,3796806
0040,NA,CB,PT,Total                                             ,0
0040,NA,CR,PT,Vehicle Operations                                ,12067092
0040,NA,CR,PT,Vehicle Maintenance                               ,9648145
0040,NA,CR,PT,Non-Vehicle Maintenance                           ,4614891
0040,NA,CR,PT,General Administration                            ,5351836
0040,NA,CR,PT,Total                                             ,0
0040,NA,LR,DO,Vehicle Operations                                ,1202281
0040,NA,LR,DO,Vehicle Maintenance                               ,507969
0040,NA,LR,DO,Non-Vehicle Maintenance                           ,572442
0040,NA,LR,DO,General Administration                            ,1027172
0040,NA,LR,DO,Total                                             ,0
0040,NA,LR,PT,Vehicle Operations                                ,20734658
0040,NA,LR,PT,Vehicle Maintenance                               ,6883367
0040,NA,LR,PT,Non-Vehicle Maintenance                           ,9940433
0040,NA,LR,PT,General Administration                            ,7722266
0040,NA,LR,PT,Total                                             ,0
0041,NA,AR,DO,Vehicle Operations                                ,1226194
0041,NA,AR,DO,Vehicle Maintenance                               ,694044
0041,NA,AR,DO,Non-Vehicle Maintenance                           ,404669
0041,NA,AR,DO,General Administration                            ,960946
0041,NA,AR,DO,Total                                             ,0
0042,NA,DR,DO,Vehicle Operations                                ,0
0042,NA,DR,DO,Vehicle Maintenance                               ,0
0042,NA,DR,DO,Non-Vehicle Maintenance                           ,0
0042,NA,DR,DO,General Administration                            ,0
0042,NA,DR,DO,Total                                             ,1412850
0042,NA,MB,DO,Vehicle Operations                                ,0
0042,NA,MB,DO,Vehicle Maintenance                               ,0
0042,NA,MB,DO,Non-Vehicle Maintenance                           ,0
0042,NA,MB,DO,General Administration                            ,0
0042,NA,MB,DO,Total                                             ,568426
0043,NA,DR,DO,Vehicle Operations                                ,1059847
0043,NA,DR,DO,Vehicle Maintenance                               ,190847
0043,NA,DR,DO,Non-Vehicle Maintenance                           ,78515
0043,NA,DR,DO,General Administration                            ,407465
0043,NA,DR,DO,Total                                             ,1583745
0043,NA,DR,PT,Vehicle Operations                                ,103463
0043,NA,DR,PT,Vehicle Maintenance                               ,6233
0043,NA,DR,PT,Non-Vehicle Maintenance                           ,2493
0043,NA,DR,PT,General Administration                            ,26529
0043,NA,DR,PT,Total                                             ,86529
0043,NA,MB,DO,Vehicle Operations                                ,4654685
0043,NA,MB,DO,Vehicle Maintenance                               ,1374284
0043,NA,MB,DO,Non-Vehicle Maintenance                           ,311215
0043,NA,MB,DO,General Administration                            ,1615084
0043,NA,MB,DO,Total                                             ,0
0044,NA,DR,DO,Vehicle Operations                                ,1790246
0044,NA,DR,DO,Vehicle Maintenance                               ,232404
0044,NA,DR,DO,Non-Vehicle Maintenance                           ,121210
0044,NA,DR,DO,General Administration                            ,742090
0044,NA,DR,DO,Total                                             ,2885950
0044,NA,MB,DO,Vehicle Operations                                ,2787867
0044,NA,MB,DO,Vehicle Maintenance                               ,927286
0044,NA,MB,DO,Non-Vehicle Maintenance                           ,233202
0044,NA,MB,DO,General Administration                            ,3515012
0044,NA,MB,DO,Total                                             ,0
0044,NA,VP,DO,Vehicle Operations                                ,172511
0044,NA,VP,DO,Vehicle Maintenance                               ,110880
0044,NA,VP,DO,Non-Vehicle Maintenance                           ,31040
0044,NA,VP,DO,General Administration                            ,789665
0044,NA,VP,DO,Total                                             ,0
0045,NA,DR,DO,Vehicle Operations                                ,1160861
0045,NA,DR,DO,Vehicle Maintenance                               ,281852
0045,NA,DR,DO,Non-Vehicle Maintenance                           ,7063
0045,NA,DR,DO,General Administration                            ,275049
0045,NA,DR,DO,Total                                             ,1724702
0045,NA,MB,DO,Vehicle Operations                                ,2068696
0045,NA,MB,DO,Vehicle Maintenance                               ,413472
0045,NA,MB,DO,Non-Vehicle Maintenance                           ,10539
0045,NA,MB,DO,General Administration                            ,481916
0045,NA,MB,DO,Total                                             ,0
0046,NA,DR,DO,Vehicle Operations                                ,0
0046,NA,DR,DO,Vehicle Maintenance                               ,0
0046,NA,DR,DO,Non-Vehicle Maintenance                           ,0
0046,NA,DR,DO,General Administration                            ,0
0046,NA,DR,DO,Total                                             ,596296
0046,NA,MB,DO,Vehicle Operations                                ,0
0046,NA,MB,DO,Vehicle Maintenance                               ,0
0046,NA,MB,DO,Non-Vehicle Maintenance                           ,0
0046,NA,MB,DO,General Administration                            ,0
0046,NA,MB,DO,Total                                             ,3990600
0047,NA,MB,PT,Vehicle Operations                                ,1592487
0047,NA,MB,PT,Vehicle Maintenance                               ,148497
0047,NA,MB,PT,Non-Vehicle Maintenance                           ,58646
0047,NA,MB,PT,General Administration                            ,500544
0047,NA,MB,PT,Total                                             ,0
0048,NA,DR,DO,Vehicle Operations                                ,0
0048,NA,DR,DO,Vehicle Maintenance                               ,0
0048,NA,DR,DO,Non-Vehicle Maintenance                           ,0
0048,NA,DR,DO,General Administration                            ,0
0048,NA,DR,DO,Total                                             ,0
0048,NA,MB,DO,Vehicle Operations                                ,0
0048,NA,MB,DO,Vehicle Maintenance                               ,0
0048,NA,MB,DO,Non-Vehicle Maintenance                           ,0
0048,NA,MB,DO,General Administration                            ,0
0048,NA,MB,DO,Total                                             ,0
0049,NA,VP,DO,Vehicle Operations                                ,407294
0049,NA,VP,DO,Vehicle Maintenance                               ,96609
0049,NA,VP,DO,Non-Vehicle Maintenance                           ,0
0049,NA,VP,DO,General Administration                            ,482060
0049,NA,VP,DO,Total                                             ,0
0050,NA,DR,PT,Vehicle Operations                                ,0
0050,NA,DR,PT,Vehicle Maintenance                               ,0
0050,NA,DR,PT,Non-Vehicle Maintenance                           ,0
0050,NA,DR,PT,General Administration                            ,0
0050,NA,DR,PT,Total                                             ,899154
0050,NA,MB,PT,Vehicle Operations                                ,0
0050,NA,MB,PT,Vehicle Maintenance                               ,0
0050,NA,MB,PT,Non-Vehicle Maintenance                           ,0
0050,NA,MB,PT,General Administration                            ,0
0050,NA,MB,PT,Total                                             ,1298678
0051,NA,DR,DO,Vehicle Operations                                ,0
0051,NA,DR,DO,Vehicle Maintenance                               ,0
0051,NA,DR,DO,Non-Vehicle Maintenance                           ,0
0051,NA,DR,DO,General Administration                            ,0
0051,NA,DR,DO,Total                                             ,0
0051,NA,MB,DO,Vehicle Operations                                ,0
0051,NA,MB,DO,Vehicle Maintenance                               ,0
0051,NA,MB,DO,Non-Vehicle Maintenance                           ,0
0051,NA,MB,DO,General Administration                            ,0
0051,NA,MB,DO,Total                                             ,0
0052,NA,VP,PT,Vehicle Operations                                ,0
0052,NA,VP,PT,Vehicle Maintenance                               ,0
0052,NA,VP,PT,Non-Vehicle Maintenance                           ,0
0052,NA,VP,PT,General Administration                            ,0
0052,NA,VP,PT,Total                                             ,369325
0053,NA,DR,DO,Vehicle Operations                                ,0
