ntdid,name,mode,tos,exp_type,total
0011,NA,DR,DO,Non-Vehicle Maintenance,"$3,357 "
0011,NA,DR,DO,General Administration,"$286,775 "
0011,NA,MB,PT,Non-Vehicle Maintenance,$0 
0012,NA,MB,DO,Vehicle Operations,"$12,173,137 "
0012,NA,MB,DO,Vehicle Maintenance,"$4,429,712 "
0012,NA,MB,DO,Non-Vehicle Maintenance,"$267,024 "
0012,NA,MB,DO,General Administration,"$3,086,880 "
0012,NA,DR,PT,Vehicle Operations,"$3,600,740 "
0012,NA,DR,PT,Vehicle Maintenance,"$948,695 "
0012,NA,DR,PT,Non-Vehicle Maintenance,"$25,040 "
0012,NA,DR,PT,General Administration,"$515,312 "
0012,NA,VP,PT,Vehicle Operations,"$289,433 "
0012,NA,VP,PT,Vehicle Maintenance,"$71,563 "
0012,NA,VP,PT,General Administration,"$492,847 "
0012,NA,VP,PT,Non-Vehicle Maintenance,$0 
0016,NA,MB,DO,Vehicle Operations,"$735,107 "
0016,NA,MB,DO,Vehicle Maintenance,"$122,109 "
0016,NA,MB,DO,Non-Vehicle Maintenance,"$22,475 "
0016,NA,MB,DO,General Administration,"$528,119 "
0016,NA,DR,PT,Vehicle Operations,"$548,996 "
0016,NA,DR,PT,Vehicle Maintenance,"$128,838 "
0016,NA,DR,PT,Non-Vehicle Maintenance,$0 
0016,NA,DR,PT,General Administration,"$109,576 "
0018,NA,DR,DO,Vehicle Maintenance,"$844,141 "
0018,NA,DR,DO,Non-Vehicle Maintenance,"$395,774 "
0018,NA,DR,DO,General Administration,"$1,378,023 "
0018,NA,MB,DO,Vehicle Operations,"$8,345,559 "
0018,NA,MB,DO,Vehicle Maintenance,"$1,741,824 "
0018,NA,MB,DO,Non-Vehicle Maintenance,"$448,132 "
0018,NA,MB,DO,General Administration,"$1,617,443 "
0018,NA,VP,DO,Vehicle Operations,"$1,058,996 "
0018,NA,VP,DO,Vehicle Maintenance,"$416,718 "
0018,NA,VP,DO,Non-Vehicle Maintenance,"$75,564 "
0018,NA,VP,DO,General Administration,"$493,743 "
0018,NA,DR,PT,Vehicle Operations,"$2,123,688 "
0018,NA,DR,DO,Vehicle Operations,"$7,091,540 "
0018,NA,DR,PT,General Administration,"$613,242 "
0018,NA,DR,PT,Non-Vehicle Maintenance,"$152,103 "
0018,NA,DR,PT,Vehicle Maintenance,"$320,210 "
0019,NA,DR,DO,Vehicle Maintenance,"$661,237 "
0019,NA,DR,DO,Non-Vehicle Maintenance,"$134,370 "
0019,NA,DR,DO,General Administration,"$1,238,143 "
0019,NA,MB,DO,Vehicle Operations,"$9,644,639 "
0019,NA,MB,DO,Vehicle Maintenance,"$2,380,872 "
0019,NA,VP,DO,Vehicle Maintenance,"$166,207 "
0019,NA,MB,DO,General Administration,"$4,059,888 "
0019,NA,VP,DO,Vehicle Operations,"$704,672 "
0019,NA,DR,DO,Vehicle Operations,"$2,680,483 "
0019,NA,VP,DO,General Administration,"$278,845 "
0019,NA,VP,DO,Non-Vehicle Maintenance,$0 
0019,NA,MB,DO,Non-Vehicle Maintenance,"$671,850 "
0020,NA,FB,PT,General Administration,"$620,359 "
0020,NA,DR,DO,Vehicle Operations,"$7,235,002 "
0020,NA,FB,PT,Vehicle Maintenance,"$336,780 "
0020,NA,FB,PT,Vehicle Operations,"$553,770 "
0020,NA,VP,DO,General Administration,"$372,784 "
0020,NA,VP,DO,Non-Vehicle Maintenance,"$115,006 "
0020,NA,VP,DO,Vehicle Maintenance,"$318,986 "
0020,NA,VP,DO,Vehicle Operations,"$474,453 "
0020,NA,MB,DO,General Administration,"$3,778,499 "
0020,NA,MB,DO,Non-Vehicle Maintenance,"$1,357,758 "
0020,NA,MB,DO,Vehicle Maintenance,"$3,261,072 "
0020,NA,MB,DO,Vehicle Operations,"$10,403,791 "
0020,NA,DR,DO,General Administration,"$568,961 "
0020,NA,DR,DO,Non-Vehicle Maintenance,"$222,191 "
0020,NA,DR,DO,Vehicle Maintenance,"$1,555,944 "
0020,NA,FB,PT,Non-Vehicle Maintenance,"$69,694 "
0021,NA,DR,PT,General Administration,"$6,648 "
0021,NA,DR,PT,Non-Vehicle Maintenance,"$1,222 "
0021,NA,DR,PT,Vehicle Maintenance,"$6,763 "
0021,NA,DR,PT,Vehicle Operations,"$22,916 "
0021,NA,MB,DO,General Administration,"$2,830,496 "
0021,NA,MB,DO,Non-Vehicle Maintenance,"$767,469 "
0021,NA,MB,DO,Vehicle Maintenance,"$2,015,834 "
0021,NA,MB,DO,Vehicle Operations,"$7,272,397 "
0021,NA,DR,DO,General Administration,"$1,051,535 "
0021,NA,DR,DO,Non-Vehicle Maintenance,"$218,125 "
0021,NA,DR,DO,Vehicle Maintenance,"$636,149 "
0021,NA,DR,DO,Vehicle Operations,"$3,638,660 "
0022,NA,MB,DO,General Administration,"$84,695 "
0022,NA,MB,DO,Non-Vehicle Maintenance,"$13,515 "
0022,NA,MB,DO,Vehicle Maintenance,"$132,225 "
0022,NA,DR,DO,General Administration,"$132,874 "
0022,NA,DR,DO,Non-Vehicle Maintenance,"$3,201 "
0022,NA,DR,DO,Vehicle Operations,"$837,591 "
0022,NA,MB,DO,Vehicle Operations,"$532,992 "
0022,NA,DR,DO,Vehicle Maintenance,"$187,770 "
0023,NA,MO,PT,Vehicle Maintenance,"$602,574 "
0023,NA,MO,PT,Non-Vehicle Maintenance,"$141,318 "
0023,NA,MO,PT,General Administration,"$990,657 "
0023,NA,MO,PT,Vehicle Operations,"$795,856 "
0024,NA,MB,DO,General Administration,"$2,452,697 "
0024,NA,MB,DO,Non-Vehicle Maintenance,"$1,158,395 "
0024,NA,MB,DO,Vehicle Maintenance,"$3,378,303 "
0024,NA,MB,DO,Vehicle Operations,"$16,738,954 "
0024,NA,DR,DO,General Administration,"$1,887,713 "
0024,NA,DR,DO,Vehicle Maintenance,"$704,882 "
0024,NA,DR,DO,Non-Vehicle Maintenance,"$464,270 "
0024,NA,DR,DO,Vehicle Operations,"$4,703,259 "
0025,NA,MB,DO,General Administration,"$3,888,068 "
0025,NA,DR,PT,Vehicle Maintenance,"$960,636 "
0025,NA,MB,DO,Vehicle Maintenance,"$2,858,422 "
0025,NA,MB,DO,Vehicle Operations,"$9,840,962 "
0025,NA,VP,PT,Vehicle Operations,"$172,558 "
0025,NA,MB,DO,Non-Vehicle Maintenance,"$516,962 "
0025,NA,DR,PT,Vehicle Operations,"$6,470,701 "
0025,NA,DR,PT,General Administration,"$1,716,781 "
0025,NA,DR,PT,Non-Vehicle Maintenance,$0 
0025,NA,VP,PT,General Administration,"$20,199 "
0025,NA,VP,PT,Non-Vehicle Maintenance,$0 
0025,NA,VP,PT,Vehicle Maintenance,"$15,438 "
0028,NA,FB,PT,Vehicle Operations,"$1,277,111 "
0028,NA,FB,PT,Vehicle Maintenance,"$658,552 "
0028,NA,FB,PT,Non-Vehicle Maintenance,"$156,014 "
0028,NA,FB,PT,General Administration,"$700,565 "
0029,NA,DR,PT,Vehicle Operations,"$5,244,615 "
0029,NA,DR,PT,Vehicle Maintenance,"$580,363 "
0029,NA,DR,PT,Non-Vehicle Maintenance,"$95,405 "
0029,NA,DR,PT,General Administration,"$1,900,225 "
0029,NA,MB,PT,Vehicle Operations,"$13,449,945 "
0029,NA,MB,PT,Vehicle Maintenance,"$3,105,086 "
0029,NA,MB,PT,Non-Vehicle Maintenance,"$946,374 "
0029,NA,MB,PT,General Administration,"$5,403,548 "
0029,NA,MB,DO,Vehicle Operations,"$37,458,197 "
0029,NA,MB,DO,Vehicle Maintenance,"$9,408,884 "
0029,NA,MB,DO,Non-Vehicle Maintenance,"$2,120,071 "
0029,NA,MB,DO,General Administration,"$13,062,165 "
0029,NA,VP,DO,Vehicle Operations,"$1,449,734 "
0029,NA,VP,DO,Vehicle Maintenance,"$744,616 "
0029,NA,VP,DO,General Administration,"$1,134,297 "
0029,NA,VP,DO,Non-Vehicle Maintenance,$0 
0034,NA,DR,PT,Non-Vehicle Maintenance,$0 
0034,NA,MB,DO,Vehicle Maintenance,"$687,868 "
0034,NA,MB,DO,Non-Vehicle Maintenance,"$115,010 "
0034,NA,MB,DO,General Administration,"$1,293,735 "
0034,NA,DR,PT,General Administration,"$411,283 "
0034,NA,MB,DO,Vehicle Operations,"$2,367,815 "
0034,NA,DR,PT,Vehicle Maintenance,"$85,555 "
0034,NA,DR,PT,Vehicle Operations,"$1,200,892 "
0035,NA,FB,DO,Vehicle Operations,"$154,799,476 "
0035,NA,FB,DO,Vehicle Maintenance,"$19,660,280 "
0035,NA,FB,DO,Non-Vehicle Maintenance,"$9,199,756 "
0035,NA,FB,DO,General Administration,"$25,103,817 "
0040,NA,MB,PT,General Administration,"$2,237,244 "
0040,NA,LR,DO,Vehicle Operations,"$1,234,770 "
0040,NA,MB,PT,Vehicle Maintenance,"$1,455,093 "
0040,NA,MB,PT,Vehicle Operations,"$6,115,813 "
0040,NA,CR,PT,General Administration,"$8,169,422 "
0040,NA,CR,PT,Non-Vehicle Maintenance,"$2,280,036 "
0040,NA,CR,PT,Vehicle Maintenance,"$7,274,510 "
0040,NA,CR,PT,Vehicle Operations,"$6,908,029 "
0040,NA,MB,DO,General Administration,"$11,516,628 "
0040,NA,MB,DO,Non-Vehicle Maintenance,"$2,944,248 "
0040,NA,MB,DO,Vehicle Maintenance,"$11,420,408 "
0040,NA,MB,DO,Vehicle Operations,"$34,136,026 "
0040,NA,LR,DO,General Administration,"$896,309 "
0040,NA,LR,DO,Non-Vehicle Maintenance,"$311,143 "
0040,NA,LR,DO,Vehicle Maintenance,"$537,660 "
0040,NA,MB,PT,Non-Vehicle Maintenance,"$975,478 "
0041,NA,AR,DO,General Administration,"$1,072,342 "
0041,NA,AR,DO,Non-Vehicle Maintenance,"$559,702 "
0041,NA,AR,DO,Vehicle Operations,"$1,164,419 "
0041,NA,AR,DO,Vehicle Maintenance,"$555,759 "
0043,NA,DR,DO,Vehicle Operations,"$1,134,198 "
0043,NA,VP,DO,Vehicle Operations,"$9,260 "
0043,NA,DR,DO,Non-Vehicle Maintenance,"$85,937 "
0043,NA,DR,DO,General Administration,"$409,682 "
0043,NA,MB,DO,Vehicle Operations,"$4,000,101 "
0043,NA,MB,DO,Vehicle Maintenance,"$1,183,128 "
0043,NA,MB,DO,Non-Vehicle Maintenance,"$289,492 "
0043,NA,MB,DO,General Administration,"$1,284,368 "
0043,NA,DR,PT,General Administration,"$28,444 "
0043,NA,DR,PT,Non-Vehicle Maintenance,$0 
0043,NA,DR,PT,Vehicle Maintenance,"$14,199 "
0043,NA,DR,PT,Vehicle Operations,"$146,978 "
0043,NA,VP,DO,General Administration,"$12,798 "
0043,NA,VP,DO,Vehicle Maintenance,"$13,267 "
0043,NA,VP,DO,Non-Vehicle Maintenance,$0 
0043,NA,DR,DO,Vehicle Maintenance,"$289,879 "
0044,NA,DR,DO,Vehicle Maintenance,"$210,727 "
0044,NA,DR,DO,Vehicle Operations,"$1,385,570 "
0044,NA,DR,DO,Non-Vehicle Maintenance,"$75,452 "
0044,NA,DR,DO,General Administration,"$547,708 "
0044,NA,MB,DO,Vehicle Operations,"$1,821,072 "
0044,NA,MB,DO,Vehicle Maintenance,"$613,739 "
0044,NA,MB,DO,Non-Vehicle Maintenance,"$178,239 "
0044,NA,MB,DO,General Administration,"$719,109 "
0044,NA,VP,DO,General Administration,"$95,686 "
0044,NA,VP,DO,Non-Vehicle Maintenance,"$12,044 "
0044,NA,VP,DO,Vehicle Maintenance,"$92,635 "
0044,NA,VP,DO,Vehicle Operations,"$110,730 "
0045,NA,MB,DO,General Administration,"$528,332 "
0045,NA,MB,DO,Non-Vehicle Maintenance,"$9,693 "
0045,NA,MB,DO,Vehicle Maintenance,"$302,223 "
0045,NA,MB,DO,Vehicle Operations,"$1,377,465 "
0045,NA,DR,DO,General Administration,"$309,161 "
0045,NA,DR,DO,Non-Vehicle Maintenance,"$6,660 "
0045,NA,DR,DO,Vehicle Maintenance,"$168,589 "
0045,NA,DR,DO,Vehicle Operations,"$915,820 "
0046,NA,DR,DO,General Administration,"$21,307 "
0046,NA,DR,DO,Non-Vehicle Maintenance,$0 
0046,NA,DR,DO,Vehicle Maintenance,"$60,273 "
0046,NA,DR,DO,Vehicle Operations,"$350,837 "
0046,NA,MB,DO,General Administration,"$759,030 "
0046,NA,MB,DO,Non-Vehicle Maintenance,$0 
0046,NA,MB,DO,Vehicle Maintenance,"$342,189 "
0046,NA,MB,DO,Vehicle Operations,"$1,210,980 "
0049,NA,VP,DO,General Administration,"$569,889 "
0049,NA,VP,DO,Vehicle Operations,"$192,062 "
0049,NA,VP,DO,Vehicle Maintenance,"$43,305 "
0049,NA,VP,DO,Non-Vehicle Maintenance,$0 
0050,NA,MB,PT,General Administration,"$268,251 "
0050,NA,MB,PT,Non-Vehicle Maintenance,$0 
0050,NA,MB,PT,Vehicle Maintenance,"$448,170 "
0050,NA,DR,PT,Vehicle Operations,"$712,408 "
0050,NA,DR,PT,General Administration,"$306,366 "
0050,NA,DR,PT,Non-Vehicle Maintenance,$0 
0050,NA,DR,PT,Vehicle Maintenance,"$315,455 "
0050,NA,MB,PT,Vehicle Operations,"$645,469 "
1001,NA,DR,PT,General Administration,"$678,440 "
1001,NA,DR,PT,Non-Vehicle Maintenance,$0 
1001,NA,DR,DO,Vehicle Operations,"$6,933,619 "
1001,NA,DR,DO,Vehicle Maintenance,"$1,542,878 "
1001,NA,DR,DO,Non-Vehicle Maintenance,$0 
1001,NA,DR,DO,General Administration,"$1,534,903 "
1001,NA,MB,DO,Vehicle Operations,"$42,079,096 "
1001,NA,MB,DO,Vehicle Maintenance,"$12,068,088 "
1001,NA,MB,DO,Non-Vehicle Maintenance,"$2,025,858 "
1001,NA,DR,PT,Vehicle Maintenance,"$340,696 "
1001,NA,DR,PT,Vehicle Operations,"$4,194,018 "
1001,NA,MB,DO,General Administration,"$17,584,135 "
1002,NA,MB,DO,Vehicle Operations,"$1,797,785 "
1002,NA,MB,DO,Vehicle Maintenance,"$459,063 "
1002,NA,MB,DO,Non-Vehicle Maintenance,"$117,231 "
1002,NA,MB,DO,General Administration,"$342,752 "
1002,NA,DR,DO,General Administration,"$34,715 "
1002,NA,DR,DO,Vehicle Operations,"$329,402 "
1002,NA,DR,DO,Vehicle Maintenance,"$59,775 "
1002,NA,DR,DO,Non-Vehicle Maintenance,"$10,294 "
1003,NA,LR,DO,General Administration,"$10,903,632 "
1003,NA,LR,DO,Non-Vehicle Maintenance,"$25,347,960 "
1003,NA,LR,DO,Vehicle Maintenance,"$22,143,397 "
1003,NA,LR,DO,Vehicle Operations,"$62,044,882 "
1003,NA,HR,DO,General Administration,"$22,747,050 "
1003,NA,HR,DO,Non-Vehicle Maintenance,"$74,389,702 "
1003,NA,HR,DO,Vehicle Maintenance,"$41,147,608 "
1003,NA,HR,DO,Vehicle Operations,"$122,864,595 "
1003,NA,CR,DO,General Administration,"$33,263,142 "
1003,NA,CR,DO,Non-Vehicle Maintenance,"$40,351,679 "
1003,NA,CR,DO,Vehicle Maintenance,"$62,016,765 "
1003,NA,CR,DO,Vehicle Operations,"$91,882,293 "
1003,NA,MB,PT,General Administration,"$767,393 "
1003,NA,MB,PT,Non-Vehicle Maintenance,"$212,313 "
1003,NA,MB,PT,Vehicle Maintenance,"$1,423,587 "
1003,NA,MB,PT,Vehicle Operations,"$3,504,773 "
1003,NA,FB,PT,General Administration,"$2,670,520 "
1003,NA,FB,PT,Non-Vehicle Maintenance,"$167,434 "
1003,NA,FB,PT,Vehicle Maintenance,"$715,861 "
1003,NA,FB,PT,Vehicle Operations,"$6,293,235 "
1003,NA,DR,PT,General Administration,"$11,547,899 "
1003,NA,DR,PT,Non-Vehicle Maintenance,"$562,969 "
1003,NA,DR,PT,Vehicle Maintenance,"$3,821,213 "
1003,NA,DR,PT,Vehicle Operations,"$36,055,163 "
1003,NA,TB,DO,General Administration,"$951,455 "
1003,NA,TB,DO,Non-Vehicle Maintenance,"$2,913,539 "
1003,NA,TB,DO,Vehicle Maintenance,"$4,501,741 "
1003,NA,TB,DO,Vehicle Operations,"$5,166,325 "
1003,NA,MB,DO,General Administration,"$27,550,512 "
1003,NA,MB,DO,Non-Vehicle Maintenance,"$5,560,647 "
1003,NA,MB,DO,Vehicle Maintenance,"$77,578,601 "
1003,NA,MB,DO,Vehicle Operations,"$186,080,738 "
1004,NA,MB,PT,General Administration,"$1,186,574 "
1004,NA,DR,PT,Vehicle Maintenance,"$409,197 "
1004,NA,DR,PT,Non-Vehicle Maintenance,"$67,125 "
1004,NA,DR,PT,General Administration,"$650,683 "
1004,NA,MB,PT,Vehicle Operations,"$5,811,222 "
1004,NA,MB,PT,Vehicle Maintenance,"$2,402,059 "
1004,NA,MB,PT,Non-Vehicle Maintenance,"$431,876 "
1004,NA,DR,PT,Vehicle Operations,"$1,653,890 "
1005,NA,MB,DO,Vehicle Operations,"$3,828,629 "
1005,NA,DR,PT,General Administration,"$25,359 "
1005,NA,DR,PT,Non-Vehicle Maintenance,"$13,600 "
1005,NA,DR,PT,Vehicle Maintenance,"$154,039 "
1005,NA,DR,PT,Vehicle Operations,"$1,203,460 "
1005,NA,MB,DO,General Administration,"$1,410,635 "
1005,NA,MB,DO,Non-Vehicle Maintenance,"$725,940 "
1005,NA,MB,DO,Vehicle Maintenance,"$859,608 "
1006,NA,DR,PT,Vehicle Operations,"$1,449,321 "
1006,NA,DR,PT,Vehicle Maintenance,"$645,620 "
1006,NA,DR,PT,Non-Vehicle Maintenance,"$90,189 "
1006,NA,DR,PT,General Administration,"$201,442 "
1006,NA,MB,PT,Vehicle Operations,"$5,797,286 "
1006,NA,MB,PT,Vehicle Maintenance,"$2,229,725 "
1006,NA,MB,PT,Non-Vehicle Maintenance,"$681,432 "
1006,NA,MB,PT,General Administration,"$837,847 "
1007,NA,DR,PT,Vehicle Operations,"$546,736 "
1007,NA,DR,PT,Vehicle Maintenance,"$106,061 "
1007,NA,DR,PT,Non-Vehicle Maintenance,"$53,435 "
1007,NA,DR,PT,General Administration,"$106,061 "
1007,NA,MB,PT,Vehicle Operations,"$2,102,602 "
1007,NA,MB,PT,Vehicle Maintenance,"$1,013,199 "
1007,NA,MB,PT,General Administration,"$894,975 "
1007,NA,MB,PT,Non-Vehicle Maintenance,"$221,531 "
1008,NA,DR,PT,Vehicle Maintenance,"$892,270 "
1008,NA,DR,PT,Non-Vehicle Maintenance,$0 
1008,NA,DR,PT,General Administration,"$1,142,611 "
1008,NA,MB,PT,Vehicle Operations,"$15,752,209 "
1008,NA,MB,PT,Vehicle Maintenance,"$4,630,600 "
1008,NA,MB,PT,Non-Vehicle Maintenance,"$522,042 "
1008,NA,MB,PT,General Administration,"$3,326,493 "
1008,NA,DR,PT,Vehicle Operations,"$5,769,403 "
1013,NA,DR,PT,Vehicle Maintenance,"$230,135 "
1013,NA,DR,PT,Non-Vehicle Maintenance,$0 
1013,NA,DR,PT,General Administration,"$145,257 "
1013,NA,MB,PT,Vehicle Operations,"$6,067,988 "
1013,NA,MB,PT,Vehicle Maintenance,"$1,905,648 "
1013,NA,MB,PT,Non-Vehicle Maintenance,"$211,113 "
1013,NA,MB,PT,General Administration,"$1,171,448 "
1013,NA,DR,PT,Vehicle Operations,"$892,477 "
1014,NA,MB,DO,Non-Vehicle Maintenance,"$540,023 "
1014,NA,MB,DO,Vehicle Maintenance,"$2,998,655 "
1014,NA,MB,DO,Vehicle Operations,"$7,622,267 "
1014,NA,MB,DO,General Administration,"$2,191,651 "
1014,NA,DR,PT,Vehicle Operations,"$2,191,226 "
1014,NA,DR,PT,Vehicle Maintenance,"$276,237 "
1014,NA,DR,PT,Non-Vehicle Maintenance,"$41,403 "
1014,NA,DR,PT,General Administration,"$1,030,727 "
1014,NA,DR,DO,Vehicle Operations,"$887,599 "
1014,NA,DR,DO,Vehicle Maintenance,"$476,008 "
1014,NA,DR,DO,General Administration,"$272,137 "
1014,NA,DR,DO,Non-Vehicle Maintenance,"$65,098 "
1016,NA,MB,DO,Non-Vehicle Maintenance,"$121,316 "
1016,NA,MB,DO,Vehicle Operations,"$3,561,710 "
1016,NA,MB,DO,Vehicle Maintenance,"$832,847 "
1016,NA,MB,DO,General Administration,"$873,027 "
1017,NA,MB,PT,General Administration,"$560,870 "
1017,NA,MB,PT,Vehicle Operations,"$997,403 "
1017,NA,MB,PT,Non-Vehicle Maintenance,$0 
1017,NA,MB,PT,Vehicle Maintenance,"$438,857 "
1017,NA,DR,PT,Vehicle Operations,"$8,979,134 "
1017,NA,DR,PT,Vehicle Maintenance,"$480,280 "
1017,NA,DR,PT,Non-Vehicle Maintenance,$0 
1017,NA,DR,PT,General Administration,"$1,769,641 "
1040,NA,DR,PT,Non-Vehicle Maintenance,$0 
1040,NA,MB,DO,Vehicle Maintenance,"$958,469 "
1040,NA,MB,DO,Non-Vehicle Maintenance,"$148,546 "
