ntdid,name,mode,tos,exp_type,total
0007,NA,DR,PT,General Administration                            ,617844
0007,NA,DR,PT,Total                                             ,3432854
0007,NA,MB,DO,Vehicle Operations                                ,20457404
0007,NA,MB,DO,Vehicle Maintenance                               ,4665674
0007,NA,MB,DO,Non-Vehicle Maintenance                           ,1397129
0007,NA,MB,DO,General Administration                            ,5419581
0007,NA,MB,DO,Total                                             ,0
0007,NA,VP,PT,Vehicle Operations                                ,31498
0007,NA,VP,PT,Vehicle Maintenance                               ,3907
0007,NA,VP,PT,Non-Vehicle Maintenance                           ,0
0007,NA,VP,PT,General Administration                            ,52654
0007,NA,VP,PT,Total                                             ,0
0008,NA,DR,PT,Vehicle Operations                                ,22590987
0008,NA,DR,PT,Vehicle Maintenance                               ,2125839
0008,NA,DR,PT,Non-Vehicle Maintenance                           ,31242
0008,NA,DR,PT,General Administration                            ,6006336
0008,NA,DR,PT,Total                                             ,29099668
0008,NA,LR,DO,Vehicle Operations                                ,29277774
0008,NA,LR,DO,Vehicle Maintenance                               ,18663338
0008,NA,LR,DO,Non-Vehicle Maintenance                           ,18608512
0008,NA,LR,DO,General Administration                            ,17570515
0008,NA,LR,DO,Total                                             ,0
0008,NA,MB,DO,Vehicle Operations                                ,137611292
0008,NA,MB,DO,Vehicle Maintenance                               ,35845206
0008,NA,MB,DO,Non-Vehicle Maintenance                           ,6909598
0008,NA,MB,DO,General Administration                            ,42811528
0008,NA,MB,DO,Total                                             ,0
0011,NA,DR,DO,Vehicle Operations                                ,846358
0011,NA,DR,PT,Vehicle Operations                                ,73594
0011,NA,DR,DO,Vehicle Maintenance                               ,247838
0011,NA,DR,PT,Vehicle Maintenance                               ,19154
0011,NA,DR,PT,Non-Vehicle Maintenance                           ,0
0011,NA,DR,DO,Non-Vehicle Maintenance                           ,8760
0011,NA,DR,DO,General Administration                            ,132855
0011,NA,DR,PT,General Administration                            ,40762
0011,NA,DR,DO,Total                                             ,1235811
0011,NA,DR,PT,Total                                             ,133510
0011,NA,MB,DO,Vehicle Operations                                ,3389211
0011,NA,MB,PT,Vehicle Operations                                ,1057688
0011,NA,MB,PT,Vehicle Maintenance                               ,338288
0011,NA,MB,DO,Vehicle Maintenance                               ,1534794
0011,NA,MB,PT,Non-Vehicle Maintenance                           ,0
0011,NA,MB,DO,Non-Vehicle Maintenance                           ,49600
0011,NA,MB,DO,General Administration                            ,883151
0011,NA,MB,PT,General Administration                            ,206307
0011,NA,MB,DO,Total                                             ,0
0011,NA,MB,PT,Total                                             ,0
0012,NA,DR,PT,Vehicle Operations                                ,3806843
0012,NA,DR,PT,Vehicle Maintenance                               ,928374
0012,NA,DR,PT,Non-Vehicle Maintenance                           ,25000
0012,NA,DR,PT,General Administration                            ,475464
0012,NA,DR,PT,Total                                             ,2502655
0012,NA,MB,DO,Vehicle Operations                                ,13543754
0012,NA,MB,DO,Vehicle Maintenance                               ,4840964
0012,NA,MB,DO,Non-Vehicle Maintenance                           ,260277
0012,NA,MB,DO,General Administration                            ,3074340
0012,NA,MB,DO,Total                                             ,0
0012,NA,VP,PT,Vehicle Operations                                ,86261
0012,NA,VP,PT,Vehicle Maintenance                               ,27530
0012,NA,VP,PT,Non-Vehicle Maintenance                           ,0
0012,NA,VP,PT,General Administration                            ,154810
0012,NA,VP,PT,Total                                             ,0
0016,NA,DR,PT,Vehicle Operations                                ,583103
0016,NA,DR,PT,Vehicle Maintenance                               ,78892
0016,NA,DR,PT,Non-Vehicle Maintenance                           ,6240
0016,NA,DR,PT,General Administration                            ,120840
0016,NA,DR,PT,Total                                             ,789075
0016,NA,MB,DO,Vehicle Operations                                ,755259
0016,NA,MB,DO,Vehicle Maintenance                               ,152498
0016,NA,MB,DO,Non-Vehicle Maintenance                           ,49052
0016,NA,MB,DO,General Administration                            ,630310
0016,NA,MB,DO,Total                                             ,0
0018,NA,DR,DO,Vehicle Operations                                ,8169516
0018,NA,DR,PT,Vehicle Operations                                ,2633645
0018,NA,DR,DO,Vehicle Maintenance                               ,1014718
0018,NA,DR,PT,Vehicle Maintenance                               ,397484
0018,NA,DR,DO,Non-Vehicle Maintenance                           ,428298
0018,NA,DR,PT,Non-Vehicle Maintenance                           ,132548
0018,NA,DR,DO,General Administration                            ,1537110
0018,NA,DR,PT,General Administration                            ,632854
0018,NA,DR,PT,Total                                             ,1442681
0018,NA,DR,DO,Total                                             ,8441455
0018,NA,MB,DO,Vehicle Operations                                ,9284560
0018,NA,MB,DO,Vehicle Maintenance                               ,1976664
0018,NA,MB,DO,Non-Vehicle Maintenance                           ,452260
0018,NA,MB,DO,General Administration                            ,1798553
0018,NA,MB,DO,Total                                             ,0
0018,NA,VP,DO,Vehicle Operations                                ,1484991
0018,NA,VP,DO,Vehicle Maintenance                               ,538755
0018,NA,VP,DO,Non-Vehicle Maintenance                           ,86444
0018,NA,VP,DO,General Administration                            ,541058
0018,NA,VP,DO,Total                                             ,0
0019,NA,DR,DO,Vehicle Operations                                ,2865866
0019,NA,DR,DO,Vehicle Maintenance                               ,807738
0019,NA,DR,DO,Non-Vehicle Maintenance                           ,149092
0019,NA,DR,DO,General Administration                            ,1312215
0019,NA,DR,DO,Total                                             ,5134911
0019,NA,MB,DO,Vehicle Operations                                ,11716120
0019,NA,MB,DO,Vehicle Maintenance                               ,2895521
0019,NA,MB,DO,Non-Vehicle Maintenance                           ,745457
0019,NA,MB,DO,General Administration                            ,4619147
0019,NA,MB,DO,Total                                             ,0
0019,NA,VP,DO,Vehicle Operations                                ,918564
0019,NA,VP,DO,Vehicle Maintenance                               ,209149
0019,NA,VP,DO,Non-Vehicle Maintenance                           ,0
0019,NA,VP,DO,General Administration                            ,319295
0019,NA,VP,DO,Total                                             ,0
0020,NA,DR,DO,Vehicle Operations                                ,7334345
0020,NA,DR,DO,Vehicle Maintenance                               ,1388587
0020,NA,DR,DO,Non-Vehicle Maintenance                           ,188803
0020,NA,DR,DO,General Administration                            ,636941
0020,NA,DR,DO,Total                                             ,9548676
0020,NA,FB,PT,Vehicle Operations                                ,732454
0020,NA,FB,PT,Vehicle Maintenance                               ,354056
0020,NA,FB,PT,Non-Vehicle Maintenance                           ,70802
0020,NA,FB,PT,General Administration                            ,729055
0020,NA,FB,PT,Total                                             ,0
0020,NA,MB,DO,Vehicle Operations                                ,10838658
0020,NA,MB,DO,Vehicle Maintenance                               ,3650163
0020,NA,MB,DO,Non-Vehicle Maintenance                           ,1510428
0020,NA,MB,DO,General Administration                            ,4287647
0020,NA,MB,DO,Total                                             ,0
0020,NA,VP,DO,Vehicle Operations                                ,591876
0020,NA,VP,DO,Vehicle Maintenance                               ,377694
0020,NA,VP,DO,Non-Vehicle Maintenance                           ,118003
0020,NA,VP,DO,General Administration                            ,367554
0020,NA,VP,DO,Total                                             ,0
0021,NA,DR,DO,Vehicle Operations                                ,3997194
0021,NA,DR,PT,Vehicle Operations                                ,33303
0021,NA,DR,PT,Vehicle Maintenance                               ,4142
0021,NA,DR,DO,Vehicle Maintenance                               ,485438
0021,NA,DR,PT,Non-Vehicle Maintenance                           ,1709
0021,NA,DR,DO,Non-Vehicle Maintenance                           ,200284
0021,NA,DR,PT,General Administration                            ,9559
0021,NA,DR,DO,General Administration                            ,1120344
0021,NA,DR,PT,Total                                             ,47035
0021,NA,DR,DO,Total                                             ,5646572
0021,NA,MB,DO,Vehicle Operations                                ,8843929
0021,NA,MB,DO,Vehicle Maintenance                               ,2554131
0021,NA,MB,DO,Non-Vehicle Maintenance                           ,849994
0021,NA,MB,DO,General Administration                            ,3148674
0021,NA,MB,DO,Total                                             ,0
0022,NA,DR,DO,Vehicle Operations                                ,1176231
0022,NA,DR,DO,Vehicle Maintenance                               ,216062
0022,NA,DR,DO,Non-Vehicle Maintenance                           ,15313
0022,NA,DR,DO,General Administration                            ,133870
0022,NA,DR,DO,Total                                             ,732646
0022,NA,MB,PT,Vehicle Operations                                ,42998
0022,NA,MB,DO,Vehicle Operations                                ,664866
0022,NA,MB,DO,Vehicle Maintenance                               ,158595
0022,NA,MB,PT,Vehicle Maintenance                               ,7650
0022,NA,MB,PT,Non-Vehicle Maintenance                           ,0
0022,NA,MB,DO,Non-Vehicle Maintenance                           ,18856
0022,NA,MB,DO,General Administration                            ,70700
0022,NA,MB,PT,General Administration                            ,2110
0022,NA,MB,DO,Total                                             ,0
0022,NA,MB,PT,Total                                             ,0
0023,NA,MO,PT,Vehicle Operations                                ,810002
0023,NA,MO,PT,Vehicle Maintenance                               ,592528
0023,NA,MO,PT,Non-Vehicle Maintenance                           ,167395
0023,NA,MO,PT,General Administration                            ,703324
0023,NA,MO,PT,Total                                             ,0
0024,NA,DR,DO,Vehicle Operations                                ,5360368
0024,NA,DR,DO,Vehicle Maintenance                               ,800167
0024,NA,DR,DO,Non-Vehicle Maintenance                           ,495869
0024,NA,DR,DO,General Administration                            ,2142875
0024,NA,DR,DO,Total                                             ,8359313
0024,NA,MB,DO,Vehicle Operations                                ,19802744
0024,NA,MB,DO,Vehicle Maintenance                               ,4043805
0024,NA,MB,DO,Non-Vehicle Maintenance                           ,1442208
0024,NA,MB,DO,General Administration                            ,2951945
0024,NA,MB,DO,Total                                             ,0
0025,NA,DR,PT,Vehicle Operations                                ,7161108
0025,NA,DR,PT,Vehicle Maintenance                               ,691720
0025,NA,DR,PT,Non-Vehicle Maintenance                           ,68574
0025,NA,DR,PT,General Administration                            ,1537611
0025,NA,DR,PT,Total                                             ,6308545
0025,NA,MB,DO,Vehicle Operations                                ,10616733
0025,NA,MB,DO,Vehicle Maintenance                               ,2924806
0025,NA,MB,DO,Non-Vehicle Maintenance                           ,530391
0025,NA,MB,DO,General Administration                            ,3635896
0025,NA,MB,DO,Total                                             ,0
0025,NA,VP,PT,Vehicle Operations                                ,24681
0025,NA,VP,PT,Vehicle Maintenance                               ,3666
0025,NA,VP,PT,Non-Vehicle Maintenance                           ,0
0025,NA,VP,PT,General Administration                            ,78268
0025,NA,VP,PT,Total                                             ,0
0028,NA,FB,PT,Vehicle Operations                                ,1313706
0028,NA,FB,PT,Vehicle Maintenance                               ,2380476
0028,NA,FB,PT,Non-Vehicle Maintenance                           ,103698
0028,NA,FB,PT,General Administration                            ,942636
0028,NA,FB,PT,Total                                             ,0
0029,NA,DR,PT,Vehicle Operations                                ,5634804
0029,NA,DR,PT,Vehicle Maintenance                               ,613273
0029,NA,DR,PT,Non-Vehicle Maintenance                           ,100245
0029,NA,DR,PT,General Administration                            ,2052806
0029,NA,DR,PT,Total                                             ,8401128
0029,NA,MB,DO,Vehicle Operations                                ,40617773
0029,NA,MB,PT,Vehicle Operations                                ,14798969
0029,NA,MB,PT,Vehicle Maintenance                               ,3365947
0029,NA,MB,DO,Vehicle Maintenance                               ,9645682
0029,NA,MB,PT,Non-Vehicle Maintenance                           ,1004033
0029,NA,MB,DO,Non-Vehicle Maintenance                           ,2300985
0029,NA,MB,DO,General Administration                            ,13990518
0029,NA,MB,PT,General Administration                            ,5618947
0029,NA,MB,DO,Total                                             ,0
0029,NA,MB,PT,Total                                             ,0
0029,NA,VP,DO,Vehicle Operations                                ,1664642
0029,NA,VP,DO,Vehicle Maintenance                               ,530752
0029,NA,VP,DO,Non-Vehicle Maintenance                           ,0
0029,NA,VP,DO,General Administration                            ,1298594
0029,NA,VP,DO,Total                                             ,0
0034,NA,DR,PT,Vehicle Operations                                ,1195362
0034,NA,DR,PT,Vehicle Maintenance                               ,83901
0034,NA,DR,PT,Non-Vehicle Maintenance                           ,0
0034,NA,DR,PT,General Administration                            ,335115
0034,NA,DR,PT,Total                                             ,1614378
0034,NA,MB,DO,Vehicle Operations                                ,2131792
0034,NA,MB,DO,Vehicle Maintenance                               ,645394
0034,NA,MB,DO,Non-Vehicle Maintenance                           ,120729
0034,NA,MB,DO,General Administration                            ,1325558
0034,NA,MB,DO,Total                                             ,0
0035,NA,FB,DO,Vehicle Operations                                ,174575090
0035,NA,FB,DO,Vehicle Maintenance                               ,22971183
0035,NA,FB,DO,Non-Vehicle Maintenance                           ,9656617
0035,NA,FB,DO,General Administration                            ,25847078
0035,NA,FB,DO,Total                                             ,0
0040,NA,CR,PT,Vehicle Operations                                ,8838115
0040,NA,CR,PT,Vehicle Maintenance                               ,9561122
0040,NA,CR,PT,Non-Vehicle Maintenance                           ,2836141
0040,NA,CR,PT,General Administration                            ,9849417
0040,NA,CR,PT,Total                                             ,0
0040,NA,LR,DO,Vehicle Operations                                ,1365528
0040,NA,LR,DO,Vehicle Maintenance                               ,470518
0040,NA,LR,DO,Non-Vehicle Maintenance                           ,165428
0040,NA,LR,DO,General Administration                            ,1045183
0040,NA,LR,DO,Total                                             ,0
0040,NA,MB,DO,Vehicle Operations                                ,40181429
0040,NA,MB,PT,Vehicle Operations                                ,7053380
0040,NA,MB,DO,Vehicle Maintenance                               ,12030311
0040,NA,MB,PT,Vehicle Maintenance                               ,1541876
0040,NA,MB,DO,Non-Vehicle Maintenance                           ,2330645
0040,NA,MB,PT,Non-Vehicle Maintenance                           ,1042161
0040,NA,MB,PT,General Administration                            ,2526441
0040,NA,MB,DO,General Administration                            ,14452839
0040,NA,MB,DO,Total                                             ,0
0040,NA,MB,PT,Total                                             ,0
0041,NA,AR,DO,Vehicle Operations                                ,1417442
0041,NA,AR,DO,Vehicle Maintenance                               ,680064
0041,NA,AR,DO,Non-Vehicle Maintenance                           ,461481
0041,NA,AR,DO,General Administration                            ,1036379
0041,NA,AR,DO,Total                                             ,0
0043,NA,DR,DO,Vehicle Operations                                ,1263900
0043,NA,DR,PT,Vehicle Operations                                ,188419
0043,NA,DR,DO,Vehicle Maintenance                               ,244971
0043,NA,DR,PT,Vehicle Maintenance                               ,6349
0043,NA,DR,DO,Non-Vehicle Maintenance                           ,91090
0043,NA,DR,PT,Non-Vehicle Maintenance                           ,0
0043,NA,DR,PT,General Administration                            ,26983
0043,NA,DR,DO,General Administration                            ,407110
0043,NA,DR,PT,Total                                             ,221751
0043,NA,DR,DO,Total                                             ,2007071
0043,NA,MB,DO,Vehicle Operations                                ,4451378
0043,NA,MB,DO,Vehicle Maintenance                               ,1389293
0043,NA,MB,DO,Non-Vehicle Maintenance                           ,318941
0043,NA,MB,DO,General Administration                            ,1526893
0043,NA,MB,DO,Total                                             ,0
0043,NA,VP,DO,Vehicle Operations                                ,12322
0043,NA,VP,DO,Vehicle Maintenance                               ,6799
0043,NA,VP,DO,Non-Vehicle Maintenance                           ,0
0043,NA,VP,DO,General Administration                            ,13502
0043,NA,VP,DO,Total                                             ,0
0044,NA,DR,DO,Vehicle Operations                                ,1508007
0044,NA,DR,DO,Vehicle Maintenance                               ,213511
0044,NA,DR,DO,Non-Vehicle Maintenance                           ,95493
0044,NA,DR,DO,General Administration                            ,653240
0044,NA,DR,DO,Total                                             ,2470251
0044,NA,MB,DO,Vehicle Operations                                ,2002143
0044,NA,MB,DO,Vehicle Maintenance                               ,647449
0044,NA,MB,DO,Non-Vehicle Maintenance                           ,251051
0044,NA,MB,DO,General Administration                            ,911880
0044,NA,MB,DO,Total                                             ,0
0044,NA,VP,DO,Vehicle Operations                                ,165190
0044,NA,VP,DO,Vehicle Maintenance                               ,96160
0044,NA,VP,DO,Non-Vehicle Maintenance                           ,18890
0044,NA,VP,DO,General Administration                            ,133163
0044,NA,VP,DO,Total                                             ,0
0045,NA,DR,DO,Vehicle Operations                                ,987024
0045,NA,DR,DO,Vehicle Maintenance                               ,153648
0045,NA,DR,DO,Non-Vehicle Maintenance                           ,6024
0045,NA,DR,DO,General Administration                            ,254679
0045,NA,DR,DO,Total                                             ,1381485
0045,NA,MB,DO,Vehicle Operations                                ,1677906
0045,NA,MB,DO,Vehicle Maintenance                               ,290043
0045,NA,MB,DO,Non-Vehicle Maintenance                           ,9899
0045,NA,MB,DO,General Administration                            ,594551
0045,NA,MB,DO,Total                                             ,0
0046,NA,DR,DO,Vehicle Operations                                ,373727
0046,NA,DR,DO,Vehicle Maintenance                               ,62283
0046,NA,DR,DO,Non-Vehicle Maintenance                           ,0
0046,NA,DR,DO,General Administration                            ,18248
0046,NA,DR,DO,Total                                             ,86309
0046,NA,MB,DO,Vehicle Operations                                ,1298598
0046,NA,MB,DO,Vehicle Maintenance                               ,345154
0046,NA,MB,DO,Non-Vehicle Maintenance                           ,0
0046,NA,MB,DO,General Administration                            ,898242
0046,NA,MB,DO,Total                                             ,0
0049,NA,VP,DO,Vehicle Operations                                ,298189
0049,NA,VP,DO,Vehicle Maintenance                               ,89423
0049,NA,VP,DO,Non-Vehicle Maintenance                           ,0
0049,NA,VP,DO,General Administration                            ,410016
0049,NA,VP,DO,Total                                             ,0
0050,NA,DR,PT,Vehicle Operations                                ,670479
0050,NA,DR,PT,Vehicle Maintenance                               ,109695
0050,NA,DR,PT,Non-Vehicle Maintenance                           ,0
0050,NA,DR,PT,General Administration                            ,339485
0050,NA,DR,PT,Total                                             ,1119659
0050,NA,MB,PT,Vehicle Operations                                ,888429
0050,NA,MB,PT,Vehicle Maintenance                               ,110510
0050,NA,MB,PT,Non-Vehicle Maintenance                           ,0
0050,NA,MB,PT,General Administration                            ,458365
0050,NA,MB,PT,Total                                             ,0
1001,NA,DR,DO,Vehicle Operations                                ,7770138
1001,NA,DR,PT,Vehicle Operations                                ,4149207
1001,NA,DR,DO,Vehicle Maintenance                               ,1518589
1001,NA,DR,PT,Vehicle Maintenance                               ,331715
1001,NA,DR,PT,Non-Vehicle Maintenance                           ,0
1001,NA,DR,DO,Non-Vehicle Maintenance                           ,0
1001,NA,DR,PT,General Administration                            ,683189
1001,NA,DR,DO,General Administration                            ,1628255
1001,NA,DR,PT,Total                                             ,2163637
1001,NA,DR,DO,Total                                             ,4018183
1001,NA,MB,DO,Vehicle Operations                                ,46861880
1001,NA,MB,DO,Vehicle Maintenance                               ,12085455
1001,NA,MB,DO,Non-Vehicle Maintenance                           ,1778176
1001,NA,MB,DO,General Administration                            ,18970939
1001,NA,MB,DO,Total                                             ,0
1002,NA,DR,DO,Vehicle Operations                                ,350237
1002,NA,DR,DO,Vehicle Maintenance                               ,44618
1002,NA,DR,DO,Non-Vehicle Maintenance                           ,9211
1002,NA,DR,DO,General Administration                            ,37917
1002,NA,DR,DO,Total                                             ,441983
1002,NA,MB,DO,Vehicle Operations                                ,1988164
1002,NA,MB,DO,Vehicle Maintenance                               ,500596
1002,NA,MB,DO,Non-Vehicle Maintenance                           ,101870
1002,NA,MB,DO,General Administration                            ,356880
1002,NA,MB,DO,Total                                             ,0
1003,NA,CR,PT,Vehicle Operations                                ,93627904
1003,NA,CR,PT,Vehicle Maintenance                               ,75279677
1003,NA,CR,PT,Non-Vehicle Maintenance                           ,59845972
1003,NA,CR,PT,General Administration                            ,23164072
1003,NA,CR,PT,Total                                             ,0
1003,NA,DR,PT,Vehicle Operations                                ,41430977
1003,NA,DR,PT,Vehicle Maintenance                               ,3988086
1003,NA,DR,PT,Non-Vehicle Maintenance                           ,1163820
1003,NA,DR,PT,General Administration                            ,11968033
1003,NA,DR,PT,Total                                             ,58550916
1003,NA,FB,PT,Vehicle Operations                                ,6561365
1003,NA,FB,PT,Vehicle Maintenance                               ,721099
1003,NA,FB,PT,Non-Vehicle Maintenance                           ,177249
1003,NA,FB,PT,General Administration                            ,2698402
1003,NA,FB,PT,Total                                             ,0
1003,NA,HR,DO,Vehicle Operations                                ,127514430
1003,NA,HR,DO,Vehicle Maintenance                               ,41299115
1003,NA,HR,DO,Non-Vehicle Maintenance                           ,76447237
1003,NA,HR,DO,General Administration                            ,26555910
1003,NA,HR,DO,Total                                             ,0
1003,NA,LR,DO,Vehicle Operations                                ,63286445
1003,NA,LR,DO,Vehicle Maintenance                               ,22917954
1003,NA,LR,DO,Non-Vehicle Maintenance                           ,27954011
1003,NA,LR,DO,General Administration                            ,12000279
1003,NA,LR,DO,Total                                             ,0
1003,NA,MB,DO,Vehicle Operations                                ,193445688
1003,NA,MB,PT,Vehicle Operations                                ,3848407
1003,NA,MB,DO,Vehicle Maintenance                               ,78116226
1003,NA,MB,PT,Vehicle Maintenance                               ,1517913
1003,NA,MB,PT,Non-Vehicle Maintenance                           ,213298
1003,NA,MB,DO,Non-Vehicle Maintenance                           ,5791501
1003,NA,MB,PT,General Administration                            ,707308
1003,NA,MB,DO,General Administration                            ,29030277
1003,NA,MB,DO,Total                                             ,0
1003,NA,MB,PT,Total                                             ,0
1003,NA,TB,DO,Vehicle Operations                                ,5250476
1003,NA,TB,DO,Vehicle Maintenance                               ,4704062
1003,NA,TB,DO,Non-Vehicle Maintenance                           ,2925870
1003,NA,TB,DO,General Administration                            ,1060549
1003,NA,TB,DO,Total                                             ,0
1004,NA,DR,PT,Vehicle Operations                                ,2006704
1004,NA,DR,PT,Vehicle Maintenance                               ,545771
1004,NA,DR,PT,Non-Vehicle Maintenance                           ,61038
1004,NA,DR,PT,General Administration                            ,813790
1004,NA,DR,PT,Total                                             ,2196901
1004,NA,MB,PT,Vehicle Operations                                ,5830709
1004,NA,MB,PT,Vehicle Maintenance                               ,2155090
1004,NA,MB,PT,Non-Vehicle Maintenance                           ,402318
1004,NA,MB,PT,General Administration                            ,1192549
1004,NA,MB,PT,Total                                             ,0
1005,NA,DR,PT,Vehicle Operations                                ,865937
1005,NA,DR,DO,Vehicle Operations                                ,347091
1005,NA,DR,DO,Vehicle Maintenance                               ,19924
1005,NA,DR,PT,Vehicle Maintenance                               ,236905
1005,NA,DR,DO,Non-Vehicle Maintenance                           ,0
1005,NA,DR,PT,Non-Vehicle Maintenance                           ,12848
1005,NA,DR,DO,General Administration                            ,0
1005,NA,DR,PT,General Administration                            ,16311
1005,NA,DR,DO,Total                                             ,190843
1005,NA,DR,PT,Total                                             ,639475
1005,NA,MB,DO,Vehicle Operations                                ,4191637
1005,NA,MB,DO,Vehicle Maintenance                               ,1065517
1005,NA,MB,DO,Non-Vehicle Maintenance                           ,787057
1005,NA,MB,DO,General Administration                            ,1025465
1005,NA,MB,DO,Total                                             ,0
1006,NA,DR,PT,Vehicle Operations                                ,1692571
1006,NA,DR,PT,Vehicle Maintenance                               ,476103
1006,NA,DR,PT,Non-Vehicle Maintenance                           ,65406
1006,NA,DR,PT,General Administration                            ,247977
