ntdid,name,mode,tos,exp_type,total
0001,King County Department of Transportation - Metro Transit Division,CB,PT,General Administration,"$5,029,985"
0001,King County Department of Transportation - Metro Transit Division,CB,PT,Non-Vehicle Maintenance,"$1,824,376"
0001,King County Department of Transportation - Metro Transit Division,CB,PT,Vehicle Maintenance,"$9,007,069"
0001,King County Department of Transportation - Metro Transit Division,CB,PT,Vehicle Operations,"$26,142,598"
0001,King County Department of Transportation - Metro Transit Division,CB,PT,Total,"$42,004,028"
0001,King County Department of Transportation - Metro Transit Division,DR,PT,General Administration,"$20,803,184"
0001,King County Department of Transportation - Metro Transit Division,DR,PT,Non-Vehicle Maintenance,"$676,913"
0001,King County Department of Transportation - Metro Transit Division,DR,PT,Vehicle Maintenance,"$6,839,644"
0001,King County Department of Transportation - Metro Transit Division,DR,PT,Vehicle Operations,"$31,720,222"
0001,King County Department of Transportation - Metro Transit Division,DR,PT,Total,"$60,039,963"
0001,King County Department of Transportation - Metro Transit Division,DT,PT,General Administration,"$287,563"
0001,King County Department of Transportation - Metro Transit Division,DT,PT,Non-Vehicle Maintenance,"$9,357"
0001,King County Department of Transportation - Metro Transit Division,DT,PT,Vehicle Maintenance,"$94,544"
0001,King County Department of Transportation - Metro Transit Division,DT,PT,Vehicle Operations,"$438,469"
0001,King County Department of Transportation - Metro Transit Division,DT,PT,Total,"$829,933"
0001,King County Department of Transportation - Metro Transit Division,LR,PT,General Administration,"$2,235,313"
0001,King County Department of Transportation - Metro Transit Division,LR,PT,Non-Vehicle Maintenance,"$9,119,108"
0001,King County Department of Transportation - Metro Transit Division,LR,PT,Vehicle Maintenance,"$4,182,262"
0001,King County Department of Transportation - Metro Transit Division,LR,PT,Vehicle Operations,"$11,238,476"
0001,King County Department of Transportation - Metro Transit Division,LR,PT,Total,"$26,775,159"
0001,King County Department of Transportation - Metro Transit Division,MB,DO,General Administration,"$68,229,277"
0001,King County Department of Transportation - Metro Transit Division,MB,DO,Non-Vehicle Maintenance,"$24,319,046"
0001,King County Department of Transportation - Metro Transit Division,MB,DO,Vehicle Maintenance,"$73,523,030"
0001,King County Department of Transportation - Metro Transit Division,MB,DO,Vehicle Operations,"$256,232,865"
0001,King County Department of Transportation - Metro Transit Division,MB,DO,Total,"$422,304,218"
0001,King County Department of Transportation - Metro Transit Division,MB,PT,General Administration,"$2,244,329"
0001,King County Department of Transportation - Metro Transit Division,MB,PT,Non-Vehicle Maintenance,"$456,325"
0001,King County Department of Transportation - Metro Transit Division,MB,PT,Vehicle Maintenance,"$703,315"
0001,King County Department of Transportation - Metro Transit Division,MB,PT,Vehicle Operations,"$4,435,848"
